Country,Prefix
Burundi,25777
Burundi,25778
Burundi,25779
Burundi,257161
Burundi,257613
Burundi,257614
Burundi,257615
Burundi,257616
Burundi,257617
Burundi,257783
Burundi,2572910
Burundi,2577233
Burundi,2577485
Burundi,2577588
Burundi,2577810
Burundi,2577813
Burundi,2578977
Burundi,2579777
Burundi,257222235
Burundi,2571419134
Burundi,257292009
Burundi,257293000
Burundi,257293009
Burundi,2571594011
Burundi,2571594018
Burundi,2572221043
Burundi,2572221401
Burundi,2572221407
Burundi,2572221409
Burundi,2572222403
Burundi,2572222803
Burundi,2572228673
Burundi,2572249967
Burundi,2572256403
Burundi,2572920016
Burundi,2572930012
Burundi,2578582821
Burundi,25721899021
Burundi,2579772152
Burundi,25721899022
Burundi,25722213610
Burundi,25722214020
Burundi,25722214021
Burundi,25722214228
Burundi,25722214253
Burundi,25722214425
Burundi,25722214837
Burundi,25722217242
Burundi,25722217472
Burundi,25722223301
Burundi,25722223771
Burundi,25722224244
Burundi,25722224693
Burundi,25722228000
Burundi,25722228360
Burundi,25722228458
Burundi,25722228607
Burundi,25722228872
Burundi,25722228932
Burundi,25722280020
Burundi,25722491787
Burundi,25729200157
Burundi,25729200158
Burundi,25729300185
Burundi,25729300187
Burundi,25729300212
Burundi,25729300213
Burundi,25729300214
Burundi,25729300301
Burundi,25729300306
Burundi,25729300324
Burundi,25729300413
Burundi,25789771192
Burundi,25789771666
Burundi,25789771947
Burundi,25789779223
Cameroon (Mobile A) MTN,23767
Cameroon (Mobile A) MTN,237650
Cameroon (Mobile A) MTN,237651
Cameroon (Mobile A) MTN,237652
Cameroon (Mobile A) MTN,237653
Cameroon (Mobile A) MTN,237654
Cameroon (Mobile A) MTN,237680
Cameroon (Mobile A) MTN,23767552
Cameroon (Mobile A) MTN,23767553
Cameroon (Mobile A) MTN,23767554
Cameroon (Mobile A) MTN,23767555
Cameroon (Mobile B) Orange,23769
Cameroon (Mobile B) Orange,237655
Cameroon (Mobile B) Orange,237656
Cameroon (Mobile C),23766
Cameroon (Mobile C),237657
Cameroon (Mobile C),237658
Cameroon (Mobile C),237681
Cameroon (Mobile C),237682
Cameroon (Mobile C),237683
Cameroon (Mobile C),237685
Cameroon (Mobile C),2376590
Cameroon (Mobile C),2376591
Cameroon (Mobile C),2376592
Cameroon (Mobile C),2376593
Cameroon (Mobile C),2376594
Cape Verde Islands (Mobile A),23833
Cape Verde Islands (Mobile A),23843
Cape Verde Islands (Mobile A),23851
Cape Verde Islands (Mobile A),23852
Cape Verde Islands (Mobile A),23853
Cape Verde Islands (Mobile A),23858
Cape Verde Islands (Mobile A),23859
Cape Verde Islands (Mobile A),23891
Cape Verde Islands (Mobile A),23892
Cape Verde Islands (Mobile A),23893
Cape Verde Islands (Mobile A),23895
Cape Verde Islands (Mobile A),23897
Cape Verde Islands (Mobile A),23898
Cape Verde Islands (Mobile A),23899
Cape Verde Islands (Mobile A),238330
Cape Verde Islands (Mobile A),238331
Cape Verde Islands (Mobile A),238332
Cape Verde Islands (Mobile A),238333
Cape Verde Islands (Mobile A),238334
Cape Verde Islands (Mobile A),238520
Cape Verde Islands (Mobile A),238521
Cape Verde Islands (Mobile A),238522
Cape Verde Islands (Mobile A),238523
Cape Verde Islands (Mobile A),238524
Central African Republic,236
Central African Republic,2360
Central African Republic,2367
Central African Republic,23620
Central African Republic,23621
Central African Republic,23622
Central African Republic,23636
Central African Republic,23650
Central African Republic,23664
Central African Republic,23665
Central African Republic,23670
Central African Republic,23672
Central African Republic,23674
Central African Republic,23675
Central African Republic,23676
Central African Republic,23677
Central African Republic,236210
Central African Republic,236211
Central African Republic,236212
Central African Republic,236213
Central African Republic,236214
Central African Republic,236215
Central African Republic,236217
Central African Republic,236218
Central African Republic,236219
Central African Republic,236877
Central African Republic,2362160
Central African Republic,2362162
Central African Republic,2362163
Central African Republic,2362164
Central African Republic,2362165
Central African Republic,2362166
Central African Republic,2362167
Central African Republic,2362168
Central African Republic,2362169
Central African Republic,2362174
Central African Republic,2362175
Central African Republic,2367711
Central African Republic,2367735
Central African Republic,2367736
Central African Republic,2367737
Central African Republic,2367738
Central African Republic,2367739
Central African Republic,2368522
Central African Republic,2368776
Central African Republic,23670238
Chad Republic,235
Chad Republic,2352
Chad Republic,2353
Chad Republic,2355
Chad Republic,23522
Chad Republic,23522615
Chad Republic,235226931
Chad Republic,235226932
Chad Republic,2352251384
Chad Republic,2352251385
Chad Republic,2352252628
Chad Republic,2352252639
Chad Republic,2352252698
Chad Republic,2352256765
Chad Republic,2352256792
Chad Republic,2352259831
Chad Republic,2352261645
Chad Republic,2352263374
Chad Republic,2352263895
Chad Republic,2352269162
Chad Republic,2352269330
Chad Republic,2352269331
Chad Republic,2352269346
Chad Republic,23522507029
Chad Republic,23522507749
Chad Republic,23522521690
Chad Republic (Mobile A) Celtel,2356
Chad Republic (Mobile A) Celtel,23560
Chad Republic (Mobile A) Celtel,23562
Chad Republic (Mobile A) Celtel,23563
Chad Republic (Mobile A) Celtel,23565
Chad Republic (Mobile A) Celtel,23566
Chad Republic (Mobile A) Celtel,23568
Chad Republic (Mobile B),2357
Chad Republic (Mobile B),2359
Chad Republic (Mobile B),23577
Chad Republic (Mobile B),23591
Chad Republic (Mobile B),23598
Chad Republic (Mobile B),23599
Chad Republic (Mobile B),235222
Chad Republic (Mobile B),235223
Chad Republic (Mobile B),235224
Chad Republic (Mobile B),235227
Chad Republic (Mobile B),235228
Chad Republic (Mobile B),235229
Chad Republic (Mobile B),235904
Chad Republic (Mobile B),235905
Chad Republic (Mobile B),235907
Chad Republic (Mobile B),235908
Chad Republic (Mobile B),235909
Chad Republic (Mobile B),235921
Chad Republic (Mobile B),235922
Chad Republic (Mobile B),235925
Chad Republic (Mobile B),235926
Chad Republic (Mobile B),235927
Chad Republic (Mobile B),235928
Chad Republic (Mobile B),235929
Chad Republic (Mobile B),235930
Chad Republic (Mobile B),235935
Chad Republic (Mobile B),235939
Chad Republic (Mobile B),235950
Chad Republic (Mobile B),235951
Chad Republic (Mobile B),235952
Chad Republic (Mobile B),235953
Chad Republic (Mobile B),235954
Chad Republic (Mobile B),235956
Chad Republic (Mobile B),2352220
Chad Republic (Mobile B),2352295
Chad Republic (Mobile B),2352296
Chad Republic (Mobile B),2352297
Chad Republic (Mobile B),2352298
Chad Republic (Mobile B),2352299
Chad Republic (Mobile B),235223545
Chad Republic (Mobile B),2352225323
Chad Republic (Mobile B),2352230223
Chad Republic (Mobile B),2352230225
Chad Republic (Mobile B),2352230246
Chad Republic (Mobile B),2352230404
Chad Republic (Mobile B),2352231042
Chad Republic (Mobile B),2352231603
Chad Republic (Mobile B),2352247488
Chad Republic (Mobile B),2352247541
Chad Republic (Mobile B),2352247542
Chad Republic (Mobile B),2352247543
Chad Republic (Mobile B),2352247605
Chad Republic (Mobile B),2352247644
Chad Republic (Mobile B),23522296051
Chad Republic (Mobile B),23522296178
Chad Republic (Mobile B),23522299173
Chad Republic (Mobile B),23522300844
Chad Republic (Mobile B),23522302275
Chad Republic (Mobile B),23522316486
Chad Republic (Mobile B),23522320104
Chad Republic (Mobile B),23522320869
Chad Republic (Mobile B),23522324134
Chad Republic (Mobile B),23522324619
Chad Republic (Mobile B),23522327394
Chad Republic (Mobile B),23522327894
Chad Republic (Mobile B),23522353100
Chad Republic (Mobile B),23522353418
Chad Republic (Mobile B),23522358045
Chad Republic (Mobile B),23522359657
Chad Republic (Mobile B),23522390431
Chad Republic (Mobile B),23522390677
Chad Republic (Mobile B),23522470806
Chad Republic (Mobile B),23522470819
Chad Republic (Mobile B),23522479760
Chad Republic (Mobile B),23522480061
Chad Republic (Mobile B),23522480062
Chad Republic (Mobile B),23522480063
Chad Republic (Mobile B),23522480946
Chad Republic (Mobile B),23522480947
Chad Republic (Mobile B),23522480948
Chad Republic (Mobile B),23522490770
Chad Republic (Mobile B),23522490771
Comoros,269
Comoros,2692
Comoros,2693
Comoros,2694
Comoros,2696
Comoros,2697
Comoros,2698
Comoros,2699
Comoros,26930
Comoros,26931
Comoros,26932
Comoros,26933
Comoros,26934
Comoros,26935
Comoros,26936
Comoros,26937
Comoros,26938
Comoros,26965
Comoros,26966
Comoros,26967
Comoros,26968
Comoros,26969
Comoros,26990
Comoros,269391
Comoros,269392
Comoros,269393
Comoros,269394
Comoros,269395
Comoros,269396
Comoros,269397
Comoros,269398
Comoros,269399
Comoros,269717
Comoros,269900
Comoros,269910
Comoros,2693900
Comoros,2693901
Comoros,2693902
Comoros,2693903
Comoros,2693904
Comoros,2693905
Comoros,2693906
Comoros,2693907
Comoros,2693908
Comoros,2693909
Comoros,2699000
Comoros,2699001
Comoros,2699002
Comoros,2699003
Comoros,2699004
Comoros,2699105
Comoros,2699106
Comoros,2699107
Comoros,2699108
Comoros,2699109
Congo,242
Congo,2420
Congo,24222
Congo,242220
Congo,2422227
Congo,24211804
Congo,2421
Congo,2424
Congo,2425
Congo,2426
Congo,242226
Congo,242227
Congo,242228
Congo,242800
Congo,24214001
Congo,24222281
Congo,24222282
Congo,24222283
Congo,24222284
Congo,24222294
Congo,24280020
Congo,24280110
Congo,24280111
Congo,24280112
Congo,24280113
Congo,24280114
Congo,242802001
Congo (Mobile A),242014
Congo (Mobile A),242011804
Congo (Mobile A),24201
Congo (Mobile A),24204
Congo (Mobile A),24205
Congo (Mobile A),24206
Congo (Mobile A),242014001
Cook Islands,682
Cook Islands,6825
Cook Islands,6827
Cook Islands,6828
Cuba,53
Cuba,534
Cuba,537
Cuba,5321
Cuba,5342
Cuba,5345
Cuba,5372
Cuba,53775
Cuba,53785
Cuba,537264
Cuba,537750
Cuba,537751
Cuba,537752
Cuba,537753
Cuba,537754
Cuba,537755
Cuba,537756
Cuba,537758
Cuba,537759
Cuba (Guantanamo Bay),539
Cuba (Guantanamo Bay),5399
Cuba (Guantanamo Bay),53118
Cuba (Mobile A),535
Cuba (Mobile A),5350
Cuba (Mobile A),5351
Cuba (Mobile A),5352
Cuba (Mobile A),5353
Cuba (Mobile A),5354
Cuba (Mobile A),5355
Cuba (Mobile A),5356
Cuba (Mobile A),5357
Cuba (Mobile A),5358
Cuba (Mobile A),5359
Cuba (Mobile A),53549901
Cuba (Mobile A),53549902
Cuba (Mobile A),53549903
Cuba (Mobile A),53549904
Cuba (Mobile A),53549905
Cuba (Mobile A),53549906
Dem Rep of the Congo,243
Dem Rep of the Congo,2435
Dem Rep of the Congo,2437
Dem Rep of the Congo,2438
Dem Rep of the Congo,2439
Dem Rep of the Congo,24312
Dem Rep of the Congo,24339
Dem Rep of the Congo,24342
Dem Rep of the Congo,24343
Dem Rep of the Congo,24347
Dem Rep of the Congo,24348
Dem Rep of the Congo,24349
Dem Rep of the Congo,24358
Dem Rep of the Congo,24368
Dem Rep of the Congo,24373
Dem Rep of the Congo,24378
Dem Rep of the Congo,24383
Dem Rep of the Congo,24386
Dem Rep of the Congo,24388
Dem Rep of the Congo,24391
Dem Rep of the Congo,24392
Dem Rep of the Congo,24393
Dem Rep of the Congo,24394
Dem Rep of the Congo,24395
Dem Rep of the Congo,24396
Dem Rep of the Congo,24398
Dem Rep of the Congo,243133
Dem Rep of the Congo,243141
Dem Rep of the Congo,243738
Dem Rep of the Congo,243770
Dem Rep of the Congo,24388549
Dem Rep of the Congo,24388749
Dem Rep of the Congo,243738010
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo,2.44E+11
Dem Rep of the Congo (Mobile C) Airtel,24397
Dem Rep of the Congo (Mobile C) Airtel,24399
Dem Rep of the Congo (Mobile C) Airtel,243997989
Dem Rep of the Congo (Mobile C) Airtel,24399855363
Dem Rep of the Congo (Mobile D) Vodacom,24381
Dem Rep of the Congo (Mobile D) Vodacom,24382
Dem Rep of the Congo (Mobile D) Vodacom,24382000
Dem Rep of the Congo (Mobile D) Vodacom,243820000
Dem Rep of the Congo (Mobile D) Vodacom,2438200001
Dem Rep of the Congo (Mobile D) Vodacom,2438200002
Dem Rep of the Congo (Mobile D) Vodacom,2438200003
Dem Rep of the Congo (Mobile D) Vodacom,2438200004
Dem Rep of the Congo (Mobile D) Vodacom,2438200005
Dem Rep of the Congo (Mobile D) Vodacom,2438200006
Dem Rep of the Congo (Mobile D) Vodacom,2438200007
Dem Rep of the Congo (Mobile D) Vodacom,2438200008
Dem Rep of the Congo (Mobile D) Vodacom,2438200009
Dem Rep of the Congo (Mobile D) Vodacom,24382000004
Dem Rep of the Congo (Mobile D) Vodacom,24382000005
Dem Rep of the Congo (Mobile D) Vodacom,24382000006
Dem Rep of the Congo (Mobile D) Vodacom,24382000007
Dem Rep of the Congo (Mobile D) Vodacom,24382000008
Dem Rep of the Congo (Mobile D) Vodacom,24382000009
Dem Rep of the Congo (Mobile D) Vodacom,24382000100
Dem Rep of the Congo (Mobile D) Vodacom,24382000101
Dem Rep of the Congo (Mobile D) Vodacom,24382000102
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile D) Vodacom,2.44E+11
Dem Rep of the Congo (Mobile E) CCT,24384
Dem Rep of the Congo (Mobile E) CCT,24385
Dem Rep of the Congo (Mobile E) CCT,2.44E+11
Dem Rep of the Congo (Mobile E) CCT,2.44E+11
Dem Rep of the Congo (Mobile E) CCT,2.44E+11
Dem Rep of the Congo (Mobile E) CCT,2.44E+11
Dem Rep of the Congo (Mobile E) CCT,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,24389
Dem Rep of the Congo (Mobile F) Tigo,24389065646
Dem Rep of the Congo (Mobile F) Tigo,24389065649
Dem Rep of the Congo (Mobile F) Tigo,24389065655
Dem Rep of the Congo (Mobile F) Tigo,24389065657
Dem Rep of the Congo (Mobile F) Tigo,24389550517
Dem Rep of the Congo (Mobile F) Tigo,24389831241
Dem Rep of the Congo (Mobile F) Tigo,24389831263
Dem Rep of the Congo (Mobile F) Tigo,24389831270
Dem Rep of the Congo (Mobile F) Tigo,24389831685
Dem Rep of the Congo (Mobile F) Tigo,24389990125
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile F) Tigo,2.44E+11
Dem Rep of the Congo (Mobile G) MTN,24380
Dem Rep of the Congo (Mobile G) MTN,243800
Dem Rep of the Congo (Mobile G) MTN,243801
Dem Rep of the Congo (Mobile G) MTN,243802
Dem Rep of the Congo (Mobile G) MTN,243803
Dem Rep of the Congo (Mobile G) MTN,243804
Dem Rep of the Congo (Mobile G) MTN,243805
Dem Rep of the Congo (Mobile G) MTN,243806
Dem Rep of the Congo (Mobile G) MTN,243807
Dem Rep of the Congo (Mobile G) MTN,243808
Dem Rep of the Congo (Mobile G) MTN,2438090
Dem Rep of the Congo (Mobile G) MTN,2438091
Dem Rep of the Congo (Mobile G) MTN,2438092
Dem Rep of the Congo (Mobile G) MTN,2438093
Dem Rep of the Congo (Mobile G) MTN,2438094
Dem Rep of the Congo (Mobile G) MTN,2438095
Dem Rep of the Congo (Mobile G) MTN,2438096
Dem Rep of the Congo (Mobile G) MTN,2438097
Dem Rep of the Congo (Mobile G) MTN,2438098
Dem Rep of the Congo (Mobile G) MTN,2438099
Dem Rep of the Congo (Mobile H) Tatem,24387
Dem Rep of the Congo (Mobile H) Tatem,243879908
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile H) Tatem,2.44E+11
Dem Rep of the Congo (Mobile K) Africell,24390
Dem Rep of the Congo (Special Services),243123
Dem Rep of the Congo (Special Services),243124
Dem Rep of the Congo (Special Services),243127
Diego Garcia,246
Diego Garcia,24638
Djibouti,253
Djibouti,2535
Djibouti,2536
Djibouti,2537
Djibouti,2538
Djibouti,25377
Djibouti,25380
Djibouti,25381
Djibouti,25382
Djibouti,25383
Djibouti,25384
Djibouti,25385
Dominica (Mobile A) C&W,1767225
Dominica (Mobile A) C&W,1767235
Dominica (Mobile A) C&W,1767245
Dominica (Mobile A) C&W,1767265
Dominica (Mobile A) C&W,1767275
Dominica (Mobile A) C&W,1767276
Dominica (Mobile A) C&W,1767277
Dominica (Mobile A) C&W,1767285
Dominica (Mobile A) C&W,1767295
East Timor,670
East Timor,6707
East Timor,67073
East Timor,67074
East Timor,67077
East Timor,67078
Ecuador (Mobile A) Allegro PCS,5939821
Ecuador (Mobile A) Allegro PCS,5939823
Equatorial Guinea,240
Equatorial Guinea,2405
Equatorial Guinea,24033
Equatorial Guinea,240333
Equatorial Guinea (Mobile A),2402
Equatorial Guinea (Mobile A),2406
Equatorial Guinea (Mobile A),2407
Equatorial Guinea (Mobile A),24050
Equatorial Guinea (Mobile A),24051
Equatorial Guinea (Mobile A),24052
Equatorial Guinea (Mobile A),24053
Equatorial Guinea (Mobile A),24054
Equatorial Guinea (Mobile A),24056
Equatorial Guinea (Mobile A),24057
Equatorial Guinea (Mobile A),24058
Equatorial Guinea (Mobile A),24059
Equatorial Guinea (Mobile A),24066
Equatorial Guinea (Mobile A),240222
Equatorial Guinea (Mobile A),240666
Equatorial Guinea (Mobile B) Muni,24035
Equatorial Guinea (Mobile B) Muni,24055
Eritrea,291
Eritrea,291171
Eritrea,291172
Eritrea,291173
Eritrea,2918805
Eritrea,2918806
Eritrea,2917
Estonia (Mobile B) EMT,37258620
Estonia (Mobile B) EMT,3725740002
Estonia (Mobile B) EMT,37253375
Estonia (Mobile B) EMT,3725740003
Estonia (Mobile B) EMT,3725740019
Estonia (Mobile B) EMT,3725740024
Estonia (Mobile B) EMT,3725740054
Estonia (Mobile B) EMT,3725740101
Estonia (Mobile B) EMT,3725740102
Estonia (Mobile B) EMT,3725740103
Estonia (Mobile B) EMT,3725740118
Estonia (Mobile B) EMT,3725740125
Estonia (Mobile B) EMT,3725740134
Estonia (Mobile B) EMT,3725740194
Estonia (Mobile B) EMT,3725740259
Estonia (Mobile B) EMT,3725740344
Estonia (Mobile B) EMT,3725740692
Estonia (Mobile B) EMT,3725741008
Estonia (Mobile B) EMT,3725741011
Estonia (Mobile B) EMT,3725741168
Estonia (Mobile B) EMT,3725741201
Estonia (Mobile B) EMT,3725741214
Estonia (Mobile B) EMT,3725741275
Estonia (Mobile B) EMT,3725741276
Estonia (Mobile B) EMT,3725741347
Estonia (Mobile B) EMT,3725741451
Estonia (Mobile B) EMT,3725741884
Estonia (Mobile B) EMT,3725741885
Estonia (Mobile B) EMT,3725742001
Estonia (Mobile B) EMT,3725742003
Estonia (Mobile B) EMT,3725742016
Estonia (Mobile B) EMT,3725742018
Estonia (Mobile B) EMT,3725742019
Estonia (Mobile B) EMT,3725742021
Estonia (Mobile B) EMT,3725742023
Estonia (Mobile B) EMT,3725742039
Estonia (Mobile B) EMT,3725742049
Estonia (Mobile B) EMT,3725742054
Estonia (Mobile B) EMT,3725742055
Estonia (Mobile B) EMT,3725742059
Estonia (Mobile B) EMT,3725742061
Estonia (Mobile B) EMT,3725742063
Estonia (Mobile B) EMT,3725742067
